App,Category,Rating,Reviews,Size_MB,Installs,Type,Price_$,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Last_Updated_Year,Primary_Genre
AE Jewels 2: Island Adventures,GAME,4.2,652,30.0,10000,Free,0.0,Everyone,Action,2016-02-24,1.0,2.3,2016,Action
AE Lucky Fishing,GAME,4.3,18277,17.0,1000000,Free,0.0,Teen,Arcade,2016-03-14,2.0.2,2.3,2016,Arcade
AE Manager,TOOLS,4.2,0,4.0,100,Free,0.0,Everyone,Tools,2015-06-15,1.0.0,4.0.3,2015,Tools
AE Master Moto,GAME,4.0,17876,37.0,1000000,Free,0.0,Everyone,Racing,2015-12-10,1.8.6,2.3,2015,Racing
AE Order,TOOLS,4.1,19,0.31,1000,Free,0.0,Everyone,Tools,2013-11-12,2.0.131112,2.3,2013,Tools
AE Roundy POP,FAMILY,4.4,5262,26.0,100000,Free,0.0,Everyone,Casual,2016-03-23,1.1.2,2.3,2016,Casual
AE Solitaire,GAME,4.3,1776,26.0,50000,Free,0.0,Everyone,Card,2018-01-04,2.3.4,4.0.3,2018,Card
AE Sudoku,FAMILY,4.3,2171,12.0,100000,Free,0.0,Everyone,Puzzle,2015-07-29,1.1.0,2.2,2015,Puzzle
AE Video Poker,GAME,4.0,721,18.0,50000,Free,0.0,Teen,Casino,2015-12-31,1.3.2,2.3,2015,Casino
AEE AP,PHOTOGRAPHY,4.3,4,17.0,1000,Free,0.0,Everyone,Photography,2018-02-07,1.01,2.2,2018,Photography
AEMET's time,WEATHER,3.8,15966,9.2,1000000,Free,0.0,Everyone,Weather,2017-07-17,2.0,2.3,2017,Weather
AF Comics Reader - Free,COMICS,3.25,5,4.1,100,Free,0.0,Everyone,Comics,2017-11-10,1.0,4.1,2017,Comics
AF Hydro,HEALTH_AND_FITNESS,3.25,136,15.0,10000,Free,0.0,Everyone,Health & Fitness,2018-05-12,1.0.5,4.4,2018,Health & Fitness
AF Johannesburg,FAMILY,4.3,3,11.0,100,Free,0.0,Everyone,Education,2017-05-02,1.0.3,4.1,2017,Education
AF Legendary 2017,BUSINESS,4.3,0,11.0,50,Free,0.0,Teen,Business,2017-09-30,2.7.11.6,4.1,2017,Business
AF Link,NEWS_AND_MAGAZINES,4.7,210,18.0,10000,Free,0.0,Everyone,News & Magazines,2018-05-31,4.29.0.9,4.4,2018,News & Magazines
AF Nutrition - Integratori,HEALTH_AND_FITNESS,4.5,6,19.0,100,Free,0.0,Everyone,Health & Fitness,2018-08-02,1.3,4.1,2018,Health & Fitness
AF Our Time to Shine,BUSINESS,4.3,0,11.0,100,Free,0.0,Everyone,Business,2017-07-17,2.7.10.6,4.1,2017,Business
AF-STROKE,MEDICAL,4.3,5,0.88,100,Paid,5.0,Teen,Medical,2013-12-19,1.3,2.1,2013,Medical
AF-STROKE (FREE),MEDICAL,4.5,93,0.9,10000,Free,0.0,Teen,Medical,2013-01-25,1.1,2.1,2013,Medical
"AG Contacts, Lite edition",COMMUNICATION,4.5,185,3.7,5000,Free,0.0,Everyone,Communication,2018-05-18,8.05.18.14250,4.0.3,2018,Communication
"AG Contacts, Premium edition",COMMUNICATION,4.5,88,3.7,500,Paid,4.99,Everyone,Communication,2018-05-18,8.05.18.14250,4.0.3,2018,Communication
AG Drive 3D,GAME,3.8,164,22.0,10000,Free,0.0,Everyone,Adventure,2015-03-20,1.0.1,2.3.3,2015,Adventure
AG EMS Tour,FAMILY,4.3,3,62.0,500,Free,0.0,Everyone,Entertainment,2017-05-05,1.35,4.0,2017,Entertainment
AG Fast Service Automotive,AUTO_AND_VEHICLES,4.3,5,1.7,100,Free,0.0,Everyone,Auto & Vehicles,2018-06-12,1.0.8,4.4,2018,Auto & Vehicles
AG Screen Recorder,TOOLS,3.7,7,2.7,1000,Free,0.0,Everyone,Tools,2018-04-03,3.0,5.0,2018,Tools
AG Subway Simulator Lite,FAMILY,4.4,6738,56.0,100000,Free,0.0,Everyone,Simulation,2018-06-08,1.2.6,4.1,2018,Simulation
AG Subway Simulator Mobile,FAMILY,4.5,623,47.0,5000,Paid,0.99,Everyone,Simulation,2018-06-02,1.3.0.6,4.1,2018,Simulation
AG Track,TOOLS,4.1,12,8.7,100,Free,0.0,Everyone,Tools,2018-03-23,3.3,4.0,2018,Tools
AG test,TOOLS,4.2,3,18.0,100,Free,0.0,Everyone,Tools,2017-10-18,1.0.2,4.1,2017,Tools
AH Alarm Panel,TOOLS,3.9,7,0.08,100,Paid,4.99,Everyone,Tools,2011-05-12,1.2.0,1.5,2011,Tools
AH Connect (Adventist Health),HEALTH_AND_FITNESS,3.4,5,59.0,1000,Free,0.0,Everyone,Health & Fitness,2018-01-23,3.5.1,4.4,2018,Health & Fitness
AH Kollection for KLWP,PERSONALIZATION,4.6,644,59.0,50000,Free,0.0,Everyone,Personalization,2017-04-30,1.20,4.4,2017,Personalization
AH Lake Villa,MEDICAL,4.3,3,27.0,100,Free,0.0,Everyone,Medical,2017-04-22,300000.0.78,4.0.3,2017,Medical
AH of Rocky Hill,MEDICAL,4.3,0,29.0,100,Free,0.0,Everyone,Medical,2017-11-24,300000.0.93,4.0.3,2017,Medical
AH! Soundboard,FAMILY,4.3,11,2.0,100,Free,0.0,Everyone,Entertainment,2017-09-21,1.1,4.1,2017,Entertainment
AH-1 Viper Cobra Ops - helicopter flight simulator,GAME,3.8,1088,63.099999999999994,100000,Free,0.0,Teen,Action,2018-02-16,1.0.1,4.3,2018,Action
AI Benchmark,TOOLS,4.0,97,63.099999999999994,5000,Free,0.0,Everyone,Tools,2018-06-29,2.0.0,4.1,2018,Tools
AI Draw | Art Filter for Selfie,PHOTOGRAPHY,3.25,20,4.3,1000,Paid,2.99,Everyone,Photography,2018-06-18,1.4.7,5.0,2018,Photography
AI Face Beauty Analysis - IntelliFace (Free),BEAUTY,3.25,40,13.0,10000,Free,0.0,Everyone,Beauty,2018-04-11,20,4.1,2018,Beauty
AI Sight,PRODUCTIVITY,3.5,43,48.0,1000,Free,0.0,Everyone,Productivity,2018-06-18,1.2,4.0.3,2018,Productivity
AI Today : Artificial Intelligence News & AI 101,NEWS_AND_MAGAZINES,5.0,43,2.3,100,Free,0.0,Everyone,News & Magazines,2018-06-22,1.0,4.4,2018,News & Magazines
AI with Python Tutorial,FAMILY,4.4,8,3.3,5000,Free,0.0,Everyone,Education,2018-06-05,1.0.4,4.1,2018,Education
AJ AUTO,AUTO_AND_VEHICLES,4.3,0,7.7,10,Free,0.0,Everyone,Auto & Vehicles,2017-02-27,1.0.0,4.0.3,2017,Auto & Vehicles
AJ Academy: Amazing Animals,FAMILY,4.5,1564,35.0,50000,Free,0.0,Everyone,Educational;Education,2018-05-25,1.1.0,4.1,2018,Educational
AJ Bell Youinvest,FINANCE,3.25,135,5.3,10000,Free,0.0,Everyone,Finance,2018-06-04,2.13.0.65,4.4,2018,Finance
AJ Blue Icon Pack,PERSONALIZATION,5.0,4,31.0,50,Paid,0.99,Everyone,Personalization,2018-04-27,1.1,4.1,2018,Personalization
AJ Cam,PHOTOGRAPHY,5.0,44,2.8,100,Free,0.0,Everyone,Photography,2018-01-23,1.0,4.1,2018,Photography
AJ Concept Group App,HOUSE_AND_HOME,4.3,0,17.0,10,Free,0.0,Everyone,House & Home,2017-07-25,3.0,4.0.3,2017,House & Home
AJ Gray Dark Icon Pack,PERSONALIZATION,5.0,2,35.0,10,Paid,0.99,Everyone,Personalization,2018-04-29,1.1,4.1,2018,Personalization
AJ Gray Icon Pack,PERSONALIZATION,4.8,5,35.0,50,Paid,0.99,Everyone,Personalization,2018-04-22,1.1,4.1,2018,Personalization
AJ Jump: Animal Jam Kangaroos!,GAME,4.4,2975,42.0,50000,Paid,1.99,Everyone,Arcade,2016-03-07,1.6,4.0,2016,Arcade
AJ Men's Grooming,LIFESTYLE,5.0,2,22.0,100,Free,0.0,Everyone,Lifestyle,2017-08-28,5,4.1,2017,Lifestyle
AJ Nails Supply,SHOPPING,4.3,1,6.6,100,Free,0.0,Everyone,Shopping,2016-08-15,1.0,2.3.3,2016,Shopping
AJ Official,FAMILY,4.6,31,7.3,500,Free,0.0,Everyone,Education,2017-05-03,0.1,2.3,2017,Education
AJ Orange Icon Pack,PERSONALIZATION,4.4,0,30.0,10,Paid,0.99,Everyone,Personalization,2018-05-02,1.1,4.1,2018,Personalization
AJ Percent Off Calculator,SHOPPING,4.4,134,0.04,10000,Free,0.0,Everyone,Shopping,2013-06-04,1.2,2.2,2013,Shopping
AJ Player,VIDEO_PLAYERS,4.8,18,1.7,100,Free,0.0,Everyone,Video Players & Editors,2018-04-22,1.6.3.1,5.0,2018,Video Players & Editors
AJ RETAILS,SHOPPING,5.0,9,0.17,10,Free,0.0,Everyone,Shopping,2018-06-01,18060104,2.2,2018,Shopping
AJ Rafael Music Lessons,FAMILY,5.0,1,8.2,10,Free,0.0,Everyone,Entertainment,2017-11-29,1.2.1,4.1,2017,Entertainment
AJ Rafael Music Lyrics,FAMILY,4.3,0,8.4,50,Free,0.0,Everyone 10+,Entertainment,2018-01-03,2.0,4.0.3,2018,Entertainment
AJ Reminders,MAPS_AND_NAVIGATION,4.2,0,3.2,10,Free,0.0,Everyone,Maps & Navigation,2018-01-27,1.0,4.2,2018,Maps & Navigation
AJ Styles HD Wallpapers,ART_AND_DESIGN,4.8,48,25.0,5000,Free,0.0,Everyone,Art & Design,2018-08-04,1.1.1,4.1,2018,Art & Design
AJ Styles Wallpaper 2018 - AJ Styles HD Wallpaper,ART_AND_DESIGN,4.0,18,3.6,1000,Free,0.0,Everyone,Art & Design,2018-03-22,1.1,4.0,2018,Art & Design
AJ Tracey Music and Lyrics,FAMILY,4.3,0,2.7,5,Free,0.0,Teen,Entertainment,2018-06-07,1.0,4.0.3,2018,Entertainment
AJ Turquoise Dark Icon Pack,PERSONALIZATION,4.4,0,32.0,10,Paid,0.99,Everyone,Personalization,2018-05-01,1.1,4.1,2018,Personalization
AJ Wallpapers,PERSONALIZATION,4.4,0,3.9,100,Free,0.0,Everyone,Personalization,2018-05-06,2.0,4.0.3,2018,Personalization
AJ and Alyssa,LIFESTYLE,4.2,0,0.46,100,Free,0.0,Everyone,Lifestyle,2017-06-01,1.0.0,2.3.3,2017,Lifestyle
AJ-COMICS,FOOD_AND_DRINK,4.3,0,27.0,5,Free,0.0,Everyone,Food & Drink,2018-07-13,0.1.0,4.4,2018,Food & Drink
AJ렌터카 법인 카셰어링,MAPS_AND_NAVIGATION,4.2,0,27.0,10,Free,0.0,Everyone,Maps & Navigation,2018-07-30,1.0.0.0,4.3,2018,Maps & Navigation
AK 47 Assault Rifle Wallpapers,PERSONALIZATION,4.4,1,15.0,100,Free,0.0,Teen,Personalization,2018-02-22,1.0,4.1,2018,Personalization
AK 47 Guns Wallpaper,PERSONALIZATION,4.2,322,6.8,50000,Free,0.0,Everyone,Personalization,2017-05-29,1.0,4.1,2017,Personalization
AK 47 Live Wallpaper,PERSONALIZATION,4.1,585,4.4,50000,Free,0.0,Everyone,Personalization,2018-06-20,1.3,4.1,2018,Personalization
AK 47 Lock Screen,PERSONALIZATION,4.6,5,8.8,500,Free,0.0,Mature 17+,Personalization,2018-02-11,1.0,4.0.3,2018,Personalization
AK Blackjack,GAME,4.4,4,7.6,1000,Free,0.0,Teen,Card,2018-07-30,1.3,4.1,2018,Card
AK Booster,TOOLS,3.8,71,7.0,10000,Free,0.0,Everyone,Tools,2018-05-02,2.0.1.966,4.4,2018,Tools
AK Interactive,FAMILY,4.3,734,13.0,10000,Free,0.0,Everyone,Entertainment,2018-07-12,2.5,4.0,2018,Entertainment
AK Lodi Films,VIDEO_PLAYERS,4.9,23,2.1,100,Free,0.0,Everyone,Video Players & Editors,2015-08-11,1.1,4.0,2015,Video Players & Editors
AK Math Coach,FAMILY,3.6,283,18.0,50000,Free,0.0,Everyone,Education,2015-05-19,1.3,2.3.3,2015,Education
AK Phone,COMMUNICATION,4.4,9,4.2,5000,Free,0.0,Everyone,Communication,2017-05-29,3.8.8,2.2,2017,Communication
AK-47 3D,GAME,3.7,91,24.0,10000,Free,0.0,Everyone,Action,2016-12-25,3.2,2.3,2016,Action
AK-47 Assault Rifle,FAMILY,3.7,165,25.0,10000,Free,0.0,Teen,Entertainment,2015-04-26,1.0,2.3,2015,Entertainment
AK-47 Assult Rifle: Gun Shooting Simulator Game,GAME,4.4,1,5.8,500,Free,0.0,Everyone,Action,2018-05-17,2.0,4.0.3,2018,Action
AK-47 Simulation and Info,FAMILY,4.3,2,18.0,100,Free,0.0,Everyone,Entertainment,2018-05-05,2.0.0,5.0,2018,Entertainment
AK-47 Sounds,FAMILY,3.9,656,2.9,500000,Free,0.0,Everyone 10+,Entertainment,2016-09-14,2.0,2.3.3,2016,Entertainment
AK-47 guns Sounds,FAMILY,4.3,2,5.1,100,Free,0.0,Everyone,Entertainment,2018-06-28,666,4.0,2018,Entertainment
AK-47 sounds,FAMILY,3.9,7,3.8,1000,Free,0.0,Everyone,Entertainment,2018-06-18,568,4.0,2018,Entertainment
AK-47: Simulator and Shooting,FAMILY,4.0,345,14.0,100000,Free,0.0,Everyone 10+,Simulation,2016-11-11,1.3.0,3.0,2016,Simulation
AK47 Assault Rifle,TOOLS,3.9,54,2.8,10000,Free,0.0,Everyone,Tools,2015-05-02,1.0.0.1,2.2,2015,Tools
AKASO DV,TOOLS,3.25,99,63.099999999999994,10000,Free,0.0,Everyone,Tools,2018-07-26,1.0.9,4.0,2018,Tools
AL Voice Recorder,PRODUCTIVITY,3.6,4832,2.4,1000000,Free,0.0,Everyone,Productivity,2016-11-22,2.1.7.3,3.0,2016,Productivity
AL.com,NEWS_AND_MAGAZINES,3.4,803,8.0,50000,Free,0.0,Everyone 10+,News & Magazines,2018-07-23,3.7.10044899,4.1,2018,News & Magazines
AL.com: Alabama Football News,SPORTS,4.5,459,8.0,10000,Free,0.0,Everyone 10+,Sports,2018-07-23,3.7.10044899,4.1,2018,Sports
ALL-IN-ONE PACKAGE TRACKING,PRODUCTIVITY,4.7,41339,18.0,1000000,Free,0.0,Everyone,Productivity,2018-07-23,3.1.1281,4.0.3,2018,Productivity
ALPHA - Artificial Intelligence,FAMILY,4.0,51,3.2,1000,Free,0.0,Everyone,Entertainment,2018-06-03,1.3.4,4.0,2018,Entertainment
AMBW Dating App: Asian Men Black Women Interracial,DATING,3.5,2,17.0,100,Paid,7.99,Mature 17+,Dating,2017-01-21,1.0.1,4.0,2017,Dating
AMC,FAMILY,3.25,20843,14.0,1000000,Free,0.0,Teen,Entertainment,2018-08-02,3.3.852,4.4,2018,Entertainment
AMC Theatres,ENTERTAINMENT,4.3,41339,63.099999999999994,1000000,Free,0.0,Everyone,Entertainment,2018-07-18,6.18.3,5.0,2018,Entertainment
AMM Events & CPD,EVENTS,4.5,5,6.1,100,Free,0.0,Everyone,Events,2018-08-04,1.0.5,4.3,2018,Events
AND CO,FINANCE,4.5,175,12.0,10000,Free,0.0,Everyone,Finance,2018-08-03,2.2.0,5.0,2018,Finance
AO Player,EVENTS,4.0,9,3.3,1000,Free,0.0,Everyone,Events,2017-12-20,1.1.4,4.4,2017,Events
AO Surgery Reference,MEDICAL,4.7,2570,3.8,100000,Free,0.0,Everyone,Medical,2017-05-10,1.2.6,4.0,2017,Medical
AO-EVENT,BUSINESS,4.3,0,42.0,100,Free,0.0,Everyone,Business,2018-05-28,6.2.6,4.1,2018,Business
AO/OTA Fracture Classification,MEDICAL,4.9,25,46.0,5000,Free,0.0,Everyone,Medical,2018-04-17,1.0,5.0,2018,Medical
AP App for Android™,NEWS_AND_MAGAZINES,3.6,188,9.9,10000,Free,0.0,Everyone,News & Magazines,2016-05-12,1.0,4.0,2016,News & Magazines
AP Art History Flashcards,FAMILY,5.0,1,63.099999999999994,10,Paid,29.99,Mature 17+,Education,2016-01-19,3.30,4.0,2016,Education
"AP Biology Prep: Practice Tests, Flashcards",FAMILY,4.6,87,5.4,10000,Free,0.0,Everyone,Education,2018-07-03,1.6.7.1,4.1,2018,Education
AP Biology Study Guide + Quiz,FAMILY,4.4,105,9.0,10000,Free,0.0,Everyone,Education,2016-03-22,1.5.1,4.1,2016,Education
AP Calculus BC Practice Test,FAMILY,4.2,4,29.0,500,Free,0.0,Everyone,Education,2018-01-25,6.0.2,4.4,2018,Education
AP Calculus BC: Practice Tests and Flashcards,FAMILY,3.6,5,5.4,1000,Free,0.0,Everyone,Education,2018-07-03,1.6.7.1,4.1,2018,Education
AP Chemistry Prep: Practice Tests and Flashcards,FAMILY,4.7,55,5.4,10000,Free,0.0,Everyone,Education,2018-07-03,1.6.7.1,4.1,2018,Education
AP ENPS Mobile,PRODUCTIVITY,4.1,22,0.53,5000,Free,0.0,Everyone,Productivity,2016-03-08,8.0.0130,4.4,2016,Productivity
AP English Language: Practice Tests and Flashcards,FAMILY,4.5,19,5.4,5000,Free,0.0,Everyone,Education,2018-07-03,1.6.7.1,4.1,2018,Education
AP European History: Practice Tests and Flashcards,FAMILY,4.7,7,5.4,1000,Free,0.0,Everyone,Education,2018-07-03,1.6.7.1,4.1,2018,Education
AP Flashcards,FAMILY,3.7,88,41.0,10000,Free,0.0,Everyone,Education,2015-08-30,1.3.14,3.1,2015,Education
AP Government Review,FAMILY,4.7,3,1.5,1000,Paid,2.99,Everyone,Education,2017-03-14,1.1,4.0.3,2017,Education
AP Installer,TOOLS,4.5,23,0.28,5000,Free,0.0,Everyone,Tools,2018-07-20,13,3.2,2018,Tools
AP Manager,TOOLS,4.0,177,2.8,10000,Free,0.0,Everyone,Tools,2015-05-04,1.0.8,2.3,2015,Tools
AP Math & Computer Science,FAMILY,3.7,37,9.5,5000,Free,0.0,Everyone,Education,2015-07-19,2.16,2.3,2015,Education
AP Mobile,FAMILY,4.6,117,13.0,10000,Free,0.0,Everyone,Education,2017-11-21,1.03,6.0,2017,Education
AP Mobile - Breaking News,NEWS_AND_MAGAZINES,4.5,41339,4.6,1000000,Free,0.0,Everyone 10+,News & Magazines,2017-05-25,4.4.3,4.0,2017,News & Magazines
AP Mobile 104,BUSINESS,4.3,0,14.0,100,Free,0.0,Everyone,Business,2017-12-13,1.2.2.0,4.0,2017,Business
AP Physics 1 Prep: Practice Tests and Flashcards,FAMILY,4.4,29,5.3,5000,Free,0.0,Everyone,Education,2018-07-03,1.6.7.1,4.1,2018,Education
AP Planner,FAMILY,3.25,45,1.3,5000,Free,0.0,Everyone,Education,2015-08-03,1.1,2.1,2015,Education
AP Psychology Prep: Practice Tests and Flashcards,FAMILY,4.5,242,5.4,50000,Free,0.0,Everyone,Education,2018-07-03,1.6.7.1,4.1,2018,Education
AP Series Solution Pro,FAMILY,4.3,0,7.4,0,Paid,1.99,Everyone,Education,2017-07-30,1.3,4.0,2017,Education
AP Stamps and Registration,BOOKS_AND_REFERENCE,3.4,82,2.7,10000,Free,0.0,Everyone,Books & Reference,2018-03-27,2.0,3.0,2018,Books & Reference
AP Statistics Prep: Practice Tests and Flashcards,FAMILY,4.2,19,5.4,5000,Free,0.0,Everyone,Education,2018-07-03,1.6.7.1,4.1,2018,Education
AP Themes for Kustom/KLWP,PERSONALIZATION,3.6,5,45.0,500,Paid,1.49,Everyone,Personalization,2017-09-01,1.8.2,4.4,2017,Personalization
AP World History: Practice Tests and Flashcards,FAMILY,4.8,21,5.4,5000,Free,0.0,Everyone,Education,2018-07-03,1.6.7.1,4.1,2018,Education
APE Weather ( Live Forecast),WEATHER,4.3,20008,9.1,2498500,Free,0.0,Everyone,Weather,2018-07-03,7.1.34.28,5.0,2018,Weather
APN Settings,TOOLS,3.7,3743,5.6,1000000,Free,0.0,Everyone,Tools,2018-08-03,6.4,4.1,2018,Tools
APUS Booster - Space Cleaner & Booster,PRODUCTIVITY,4.6,41339,13.0,2498500,Free,0.0,Everyone,Productivity,2018-08-03,2.6.28,4.0.3,2018,Productivity
APUS File Manager (Explorer),TOOLS,4.1,41339,10.0,2498500,Free,0.0,Everyone,Tools,2018-08-02,2.8.9.1004,4.0.3,2018,Tools
"APUS Launcher - Theme, Wallpaper, Hide Apps",PERSONALIZATION,4.5,41339,14.0,2498500,Free,0.0,Everyone,Personalization,2018-08-06,3.9.7,4.0.3,2018,Personalization
AP® Guide,FAMILY,5.0,3,2.1,1000,Free,0.0,Everyone,Education,2017-07-31,1.3,4.0.3,2017,Education
AQ Aspergers Test,MEDICAL,3.9,265,0.7,10000,Free,0.0,Everyone,Medical,2015-10-14,1.4.0,2.3.3,2015,Medical
AQ Coach,SPORTS,4.3,0,28.0,5,Free,0.0,Everyone,Sports,2018-05-25,1.1.0,4.4,2018,Sports
AQ Dentals,HEALTH_AND_FITNESS,4.5,0,12.0,10,Free,0.0,Everyone,Health & Fitness,2017-12-22,1.0.1,4.1,2017,Health & Fitness
AQ Guards,PRODUCTIVITY,4.3,0,3.2,10,Free,0.0,Everyone,Productivity,2018-07-06,2.1.22,4.4,2018,Productivity
AQ Math Facts,FAMILY,4.3,1,16.0,1,Paid,2.99,Everyone,Educational,2017-05-17,1.0.3,4.0,2017,Educational
AQ Ria Retail,FAMILY,5.0,4,52.0,50,Free,0.0,Everyone,Education,2018-04-03,1.1,4.1,2018,Education
AQ SMS Notify,TOOLS,4.2,0,2.3,10,Free,0.0,Everyone,Tools,2018-04-12,2.5.3,4.1,2018,Tools
AQ Service,BUSINESS,4.3,4,17.0,10,Free,0.0,Everyone,Business,2017-08-28,1.0,4.4,2017,Business
AQ wisdom +,TOOLS,4.2,0,35.0,100,Free,0.0,Everyone,Tools,2018-03-15,1.0.0,4.0.3,2018,Tools
AR Remote Car,FAMILY,3.25,1354,30.0,100000,Free,0.0,Everyone,Simulation,2017-08-12,2.14,4.0,2017,Simulation
AR Sport Cars,FAMILY,3.6,284,63.099999999999994,10000,Free,0.0,Everyone,Simulation,2017-06-10,1.0,4.1,2017,Simulation
AR Tank Battle,GAME,3.6,153,63.099999999999994,10000,Free,0.0,Everyone,Action,2016-12-31,1.3,4.0,2016,Action
AR Toybox - Augmented Reality Demos,FAMILY,3.8,20,36.0,1000,Free,0.0,Everyone,Simulation,2017-08-17,1.0.2,4.1,2017,Simulation
AR Toys: Playground Sandbox | Remote Car,FAMILY,4.5,153,20.0,10000,Free,0.0,Everyone,Simulation,2018-08-03,0.8,7.0,2018,Simulation
ARK: Survival Evolved,GAME,3.8,41339,36.0,500000,Free,0.0,Teen,Adventure,2018-08-02,1.0.90,7.0,2018,Adventure
ARY NEWS,NEWS_AND_MAGAZINES,4.4,2959,9.8,1000000,Free,0.0,Everyone,News & Magazines,2018-08-04,7.5.0,4.1,2018,News & Magazines
ARY NEWS URDU,NEWS_AND_MAGAZINES,4.4,1071,9.7,500000,Free,0.0,Everyone,News & Magazines,2018-07-25,5.8.0,4.1,2018,News & Magazines
"ARuler - AR Ruler app, Measure tools",TOOLS,4.3,1602,5.0,100000,Free,0.0,Everyone,Tools,2018-08-03,1.1.7,7.0,2018,Tools
"AS - Diario online deportivo. Fútbol, motor y más",NEWS_AND_MAGAZINES,4.2,0,6.0,50,Free,0.0,Everyone,News & Magazines,2018-06-24,7.8,4.1,2018,News & Magazines
AS - News and sports results.,SPORTS,3.7,20879,22.0,1000000,Free,0.0,Everyone,Sports,2018-06-09,5.1.13,4.1,2018,Sports
AS Guía de las Ligas 2017-2018,SPORTS,4.1,4374,53.0,100000,Free,0.0,Everyone,Sports,2017-09-14,1.0.10,4.1,2017,Sports
ASCCP Mobile,MEDICAL,4.5,63,25.0,10000,Paid,9.99,Everyone,Medical,2016-10-03,2.1.1,2.2,2016,Medical
ASCP® CG Exam Flashcards 2018,FAMILY,4.3,0,4.1,100,Free,0.0,Everyone,Education,2017-06-13,1.0,4.3,2017,Education
ASOS,SHOPPING,4.7,41339,22.0,2498500,Free,0.0,Everyone,Shopping,2018-07-30,4.4.9,4.4,2018,Shopping
ASRA Coags,MEDICAL,4.4,15,5.8,1000,Paid,3.99,Everyone,Medical,2018-08-01,2.1,4.1,2018,Medical
ASUS Cover for ZenFone 2,PERSONALIZATION,4.4,41339,9.8,2498500,Free,0.0,Everyone,Personalization,2017-12-01,2.0.0.39171124,5.0,2017,Personalization
ASUS Quick Memo,PRODUCTIVITY,4.5,23089,1.6,2498500,Free,0.0,Everyone,Productivity,2018-04-11,1.10.0.33180403,5.0,2018,Productivity
AT&T Call Protect,COMMUNICATION,4.2,6454,15.0,2498500,Free,0.0,Everyone,Communication,2018-05-03,1.5.133598,5.0,2018,Communication
AT&T DriveMode,MAPS_AND_NAVIGATION,3.3,8465,8.9,2498500,Free,0.0,Everyone,Maps & Navigation,2018-05-03,1.0.4.3,4.1,2018,Maps & Navigation
AT&T FamilyMap®,TOOLS,3.5,21592,25.0,2498500,Free,0.0,Everyone,Tools,2017-10-24,10.1.1,4.0.3,2017,Tools
AT&T Mobile Transfer,PRODUCTIVITY,4.6,22775,26.0,2498500,Free,0.0,Everyone,Productivity,2018-07-31,3.8.2,4.4,2018,Productivity
AT&T Smart Wi-Fi,TOOLS,3.9,18513,6.1,2498500,Free,0.0,Everyone,Tools,2018-04-26,3.2,4.1,2018,Tools
AT&T THANKS®,FAMILY,3.4,2445,34.0,500000,Free,0.0,Everyone,Entertainment,2018-07-11,1.4.0,5.0,2018,Entertainment
AT&T U-verse,FAMILY,3.7,38606,63.099999999999994,1000000,Free,0.0,Everyone,Entertainment,2018-06-13,5.9.0.0031,4.1,2018,Entertainment
ATC Unico BS,COMMUNICATION,4.3,10,5.3,500,Free,0.0,Everyone,Communication,2015-10-16,0.12,4.1,2015,Communication
ATI Cargoes and Transportation,BUSINESS,4.7,4162,7.5,100000,Free,0.0,Everyone,Business,2018-07-24,0.9.4,4.0.3,2018,Business
AU Call Blocker - Block Unwanted Calls Texts 2018,COMMUNICATION,4.2,16,3.3,1000,Free,0.0,Everyone,Communication,2018-04-24,1.0.4,4.1,2018,Communication
AU Mobile Indonesia,GAME,3.6,16521,23.0,1000000,Free,0.0,Everyone,Music,2018-05-09,1.8.0502,2.3,2018,Music
AU Results - AU COE Corner,FAMILY,4.0,664,2.1,100000,Free,0.0,Everyone,Education,2017-12-14,2.2.5,4.1,2017,Education
AU Results 2017 Auzone,FAMILY,3.8,762,4.1,100000,Free,0.0,Everyone,Education,2017-02-01,2.0,4.0,2017,Education
AU Spark,FAMILY,3.7,681,8.2,10000,Free,0.0,Everyone,Education,2018-08-01,5.06,4.4,2018,Education
AU Students Zone (Result 2016),FAMILY,4.0,97,3.9,10000,Free,0.0,Everyone,Education,2016-07-01,1.1,4.0,2016,Education
AV Anthony's,FOOD_AND_DRINK,4.3,0,10.0,50,Free,0.0,Everyone,Food & Drink,2018-07-11,1.0.136,6.0,2018,Food & Drink
AV Buddy Free,FAMILY,4.1,25,47.0,5000,Free,0.0,Everyone,Education,2017-03-08,1.2,4.1,2017,Education
AV HD Video Player,FAMILY,3.8,6,23.0,1000,Free,0.0,Everyone,Entertainment,2018-01-19,1.0,4.4,2018,Entertainment
AV High School District,FAMILY,3.5,91,25.0,10000,Free,0.0,Everyone,Education,2018-04-05,5.2.002,4.1,2018,Education
AV MAX,LIFESTYLE,4.1,9,8.7,1000,Free,0.0,Everyone,Lifestyle,2018-07-18,7.2.2,4.1,2018,Lifestyle
AV Phone,COMMUNICATION,4.3,4,3.7,1000,Free,0.0,Everyone,Communication,2018-07-09,2.1.9,5.1,2018,Communication
AV Phonetics,FAMILY,4.3,259,49.0,10000,Free,0.0,Everyone,Education,2017-02-22,1.3.2,4.0,2017,Education
AV Pro Voice Changer,FAMILY,3.5,174,5.6,50000,Free,0.0,Everyone,Entertainment,2016-06-29,1.0.3,4.0,2016,Entertainment
AV-IPTV,VIDEO_PLAYERS,4.4,43,44.0,1000,Free,0.0,Everyone,Video Players & Editors,2018-04-27,1.0,4.1,2018,Video Players & Editors
